staff_charge_per_night,Staff_Timings_(Staff_Related_Queries),Can_staff_stay_and_work_for_24hours_and_cost_(Staff_Related_Queries),Overtime_done_by_Staff_Charges_and_Timings,Errand_Charge_(Guest_Basic_Queries)
Guest Staff - 2500++,"Male : 8 am - 10 pm                                  
 Female : 8 am - 8pm",No,1200 Rs (10pm-2am)/ day per staff,300++
